Legal_Entity,Legal_Entity_Name,Function,CostCenter,CostCenter_Name,Account,Account_Name,Amount
ERU,Eastern-Europe&Russia,Marketing,Marketing-02,Marketing-Research,700003,IT-Consultant-System Implementation,7600.94
ERU,Eastern-Europe&Russia,Marketing,Marketing-02,Marketing-Research,800000,Facilities-Offices,5570.47
ERU,Eastern-Europe&Russia,Marketing,Marketing-02,Marketing-Research,800001,Facilities-Supplies,5984.48
ERU,Eastern-Europe&Russia,Marketing,Marketing-02,Marketing-Research,800002,Facilities-Supplies,8909.27
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,100000,Salary,46928.52
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,100001,Benefits,12201.42
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,200000,Contractors,61136.77
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,400000,Travel-Trips,992.69
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,400001,Travel-Hotels,273.26
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,500000,Professional-Services-Consultants,23206.62
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,600000,Legal-Consultants,13055.38
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,600001,Legal-Corporate Fees,31041.34
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,600002,Legal-Employment Fees,987.2
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,700000,IT-Application-On-Premise,1027.35
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,700001,IT-Application-Subscription,1650.98
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,700002,IT-Infrastructure,2978.14
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,700003,IT-Consultant-System Implementation,5487.76
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,800000,Facilities-Offices,6192.99
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,800001,Facilities-Supplies,750.54
ERU,Eastern-Europe&Russia,Marketing,Marketing-03,Marketing-PR,800002,Facilities-Supplies,45.49
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,100000,Salary,51699.6
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,100001,Benefits,13441.9
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,200000,Contractors,88630.77
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,400000,Travel-Trips,271.1
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,400001,Travel-Hotels,84.93
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,500000,Professional-Services-Consultants,34308.01
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,600000,Legal-Consultants,16157.67
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,600001,Legal-Corporate Fees,9262.61
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,600002,Legal-Employment Fees,30396.99
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,700000,IT-Application-On-Premise,6824.07
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,700001,IT-Application-Subscription,4180.38
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,700002,IT-Infrastructure,2864.07
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,700003,IT-Consultant-System Implementation,8183.67
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,800000,Facilities-Offices,5989.35
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,800001,Facilities-Supplies,7820.04
ERU,Eastern-Europe&Russia,Product-Mgmt,Product-Mgmt-01,Product-Management,800002,Facilities-Supplies,8903.18
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,100000,Salary,11497.05
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,100001,Benefits,2989.23
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,200000,Contractors,47791.44
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,400000,Travel-Trips,774.53
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,400001,Travel-Hotels,376.98
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,500000,Professional-Services-Consultants,5928.44
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,600000,Legal-Consultants,14356.61
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,600001,Legal-Corporate Fees,14611.84
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,600002,Legal-Employment Fees,35965.02
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,700000,IT-Application-On-Premise,4507.5
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,700001,IT-Application-Subscription,9877.27
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,700002,IT-Infrastructure,228.11
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,700003,IT-Consultant-System Implementation,2288.81
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,800000,Facilities-Offices,5777.31
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,800001,Facilities-Supplies,9687.32
ERU,Eastern-Europe&Russia,R&D,R&D-01,R&D-Infrastructure Developmet,800002,Facilities-Supplies,7853.05
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,100000,Salary,33761.26
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,100001,Benefits,8777.93
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,200000,Contractors,64358.23
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,400000,Travel-Trips,593.69
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,400001,Travel-Hotels,693.86
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,500000,Professional-Services-Consultants,34149.58
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,600000,Legal-Consultants,39907.19
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,600001,Legal-Corporate Fees,12657.73
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,600002,Legal-Employment Fees,25793.57
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,700000,IT-Application-On-Premise,7099.01
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,700001,IT-Application-Subscription,795.87
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,700002,IT-Infrastructure,399.39
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,700003,IT-Consultant-System Implementation,6200.76
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,800000,Facilities-Offices,9501.21
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,800001,Facilities-Supplies,2539.37
ERU,Eastern-Europe&Russia,R&D,R&D-02,R&D-Applications Development,800002,Facilities-Supplies,282.19
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,100000,Salary,11585.13
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,100001,Benefits,3012.13
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,200000,Contractors,47561.28
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,400000,Travel-Trips,288.88
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,400001,Travel-Hotels,155.64
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,500000,Professional-Services-Consultants,26796
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,600000,Legal-Consultants,12568.84
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,600001,Legal-Corporate Fees,42561.78
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,600002,Legal-Employment Fees,41069.6
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,700000,IT-Application-On-Premise,2496.64
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,700001,IT-Application-Subscription,3505.28
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,700002,IT-Infrastructure,7412.31
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,700003,IT-Consultant-System Implementation,1510.97
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,800000,Facilities-Offices,8338.07
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,800001,Facilities-Supplies,3819.94
ERU,Eastern-Europe&Russia,R&D,R&D-03,R&D-Research,800002,Facilities-Supplies,4009
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,100000,Salary,46718.4
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,100001,Benefits,12146.78
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,200000,Contractors,84321.45
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,400000,Travel-Trips,949.41
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,400001,Travel-Hotels,834.48
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,500000,Professional-Services-Consultants,14259.66
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,600000,Legal-Consultants,42959.01
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,600001,Legal-Corporate Fees,16158.9
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,600002,Legal-Employment Fees,41973.62
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,700000,IT-Application-On-Premise,1338.27
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,700001,IT-Application-Subscription,3106.93
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,700002,IT-Infrastructure,3518.05
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,700003,IT-Consultant-System Implementation,3217.07
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,800000,Facilities-Offices,247.08
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,800001,Facilities-Supplies,4670.55
ERU,Eastern-Europe&Russia,R&D,R&D-04,R&D-Parternerships,800002,Facilities-Supplies,7034.05
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,100000,Salary,16128.42
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,100001,Benefits,4193.39
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,200000,Contractors,22705.27
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,400000,Travel-Trips,18.36
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,400001,Travel-Hotels,87.12
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,500000,Professional-Services-Consultants,43576.79
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,600000,Legal-Consultants,40391.45
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,600001,Legal-Corporate Fees,948
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,600002,Legal-Employment Fees,338.57
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,700000,IT-Application-On-Premise,4255.8
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,700001,IT-Application-Subscription,4294.93
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,700002,IT-Infrastructure,2091.68
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,700003,IT-Consultant-System Implementation,6762.87
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,800000,Facilities-Offices,2839.16
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,800001,Facilities-Supplies,3081.08
ERU,Eastern-Europe&Russia,FIN,FIN-01,Finance,800002,Facilities-Supplies,4161.29
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,100000,Salary,9759.98
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,100001,Benefits,2537.59
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,200000,Contractors,41288.95
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,400000,Travel-Trips,261.11
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,400001,Travel-Hotels,104.97
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,500000,Professional-Services-Consultants,43519.44
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,600000,Legal-Consultants,19837.8
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,600001,Legal-Corporate Fees,19908.07
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,600002,Legal-Employment Fees,39006.97
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,700000,IT-Application-On-Premise,4896.32
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,700001,IT-Application-Subscription,4093.61
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,700002,IT-Infrastructure,1057.32
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,700003,IT-Consultant-System Implementation,3166.33
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,800000,Facilities-Offices,4584.2
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,800001,Facilities-Supplies,6524.69
ERU,Eastern-Europe&Russia,ACC,ACC-01,Accounting,800002,Facilities-Supplies,7739.32
ERU,Eastern-Europe&Russia,IT,IT-01,IT,100000,Salary,75625.79
ERU,Eastern-Europe&Russia,IT,IT-01,IT,100001,Benefits,19662.71
ERU,Eastern-Europe&Russia,IT,IT-01,IT,200000,Contractors,57737.79
ERU,Eastern-Europe&Russia,IT,IT-01,IT,400000,Travel-Trips,112.96
ERU,Eastern-Europe&Russia,IT,IT-01,IT,400001,Travel-Hotels,393.41
ERU,Eastern-Europe&Russia,IT,IT-01,IT,500000,Professional-Services-Consultants,28568.13
ERU,Eastern-Europe&Russia,IT,IT-01,IT,600000,Legal-Consultants,37040.38
ERU,Eastern-Europe&Russia,IT,IT-01,IT,600001,Legal-Corporate Fees,32213.64
ERU,Eastern-Europe&Russia,IT,IT-01,IT,600002,Legal-Employment Fees,38062.85
ERU,Eastern-Europe&Russia,IT,IT-01,IT,700000,IT-Application-On-Premise,9424.42
ERU,Eastern-Europe&Russia,IT,IT-01,IT,700001,IT-Application-Subscription,7298.41
ERU,Eastern-Europe&Russia,IT,IT-01,IT,700002,IT-Infrastructure,8599.69
ERU,Eastern-Europe&Russia,IT,IT-01,IT,700003,IT-Consultant-System Implementation,8175.31
ERU,Eastern-Europe&Russia,IT,IT-01,IT,800000,Facilities-Offices,615.07
ERU,Eastern-Europe&Russia,IT,IT-01,IT,800001,Facilities-Supplies,7556.48
ERU,Eastern-Europe&Russia,IT,IT-01,IT,800002,Facilities-Supplies,9208.81
ERU,Eastern-Europe&Russia,PS,PS-01,PS,100000,Salary,16397.38
ERU,Eastern-Europe&Russia,PS,PS-01,PS,100001,Benefits,4263.32
ERU,Eastern-Europe&Russia,PS,PS-01,PS,200000,Contractors,86644.6
ERU,Eastern-Europe&Russia,PS,PS-01,PS,400000,Travel-Trips,867.13
ERU,Eastern-Europe&Russia,PS,PS-01,PS,400001,Travel-Hotels,338.89
ERU,Eastern-Europe&Russia,PS,PS-01,PS,500000,Professional-Services-Consultants,41726.9
ERU,Eastern-Europe&Russia,PS,PS-01,PS,600000,Legal-Consultants,26009.07
ERU,Eastern-Europe&Russia,PS,PS-01,PS,600001,Legal-Corporate Fees,293.44
ERU,Eastern-Europe&Russia,PS,PS-01,PS,600002,Legal-Employment Fees,16953.22
ERU,Eastern-Europe&Russia,PS,PS-01,PS,700000,IT-Application-On-Premise,5153.4
ERU,Eastern-Europe&Russia,PS,PS-01,PS,700001,IT-Application-Subscription,7543.19
ERU,Eastern-Europe&Russia,PS,PS-01,PS,700002,IT-Infrastructure,3409.74
ERU,Eastern-Europe&Russia,PS,PS-01,PS,700003,IT-Consultant-System Implementation,5966.08
ERU,Eastern-Europe&Russia,PS,PS-01,PS,800000,Facilities-Offices,4199.41
ERU,Eastern-Europe&Russia,PS,PS-01,PS,800001,Facilities-Supplies,8379.17
ERU,Eastern-Europe&Russia,PS,PS-01,PS,800002,Facilities-Supplies,8105.17
ERU,Eastern-Europe&Russia,IS,IS-01,IS,100000,Salary,68355.09
ERU,Eastern-Europe&Russia,IS,IS-01,IS,100001,Benefits,17772.32
ERU,Eastern-Europe&Russia,IS,IS-01,IS,200000,Contractors,99916.38
ERU,Eastern-Europe&Russia,IS,IS-01,IS,400000,Travel-Trips,943.51
ERU,Eastern-Europe&Russia,IS,IS-01,IS,400001,Travel-Hotels,111.87
ERU,Eastern-Europe&Russia,IS,IS-01,IS,500000,Professional-Services-Consultants,24672.53
ERU,Eastern-Europe&Russia,IS,IS-01,IS,600000,Legal-Consultants,21568.18
ERU,Eastern-Europe&Russia,IS,IS-01,IS,600001,Legal-Corporate Fees,11266.58
ERU,Eastern-Europe&Russia,IS,IS-01,IS,600002,Legal-Employment Fees,34767.98
ERU,Eastern-Europe&Russia,IS,IS-01,IS,700000,IT-Application-On-Premise,8941.78
ERU,Eastern-Europe&Russia,IS,IS-01,IS,700001,IT-Application-Subscription,8570.33
ERU,Eastern-Europe&Russia,IS,IS-01,IS,700002,IT-Infrastructure,3908.13
ERU,Eastern-Europe&Russia,IS,IS-01,IS,700003,IT-Consultant-System Implementation,6248.76
ERU,Eastern-Europe&Russia,IS,IS-01,IS,800000,Facilities-Offices,3005.53
ERU,Eastern-Europe&Russia,IS,IS-01,IS,800001,Facilities-Supplies,6799.13
ERU,Eastern-Europe&Russia,IS,IS-01,IS,800002,Facilities-Supplies,8360.41
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,100000,Salary,20220.69
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,100001,Benefits,5257.38
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,200000,Contractors,92710.07
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,400000,Travel-Trips,412.19
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,400001,Travel-Hotels,70.16
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,500000,Professional-Services-Consultants,26431.78
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,600000,Legal-Consultants,25514.3
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,600001,Legal-Corporate Fees,35293.19
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,600002,Legal-Employment Fees,42735.84
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,700000,IT-Application-On-Premise,1395.94
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,700001,IT-Application-Subscription,2467.32
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,700002,IT-Infrastructure,8657.31
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,700003,IT-Consultant-System Implementation,6605.35
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,800000,Facilities-Offices,2685.59
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,800001,Facilities-Supplies,9571
ERU,Eastern-Europe&Russia,Exec-Office,Exec-Office-01,Exec-Office,800002,Facilities-Supplies,3852.83
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,100000,Salary,54927.72
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,100001,Benefits,14281.21
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,200000,Contractors,75647.98
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,400000,Travel-Trips,357.22
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,400001,Travel-Hotels,921.17
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,500000,Professional-Services-Consultants,13997.73
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,600000,Legal-Consultants,8671
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,600001,Legal-Corporate Fees,5792.92
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,600002,Legal-Employment Fees,36693.49
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,700000,IT-Application-On-Premise,9588.96
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,700001,IT-Application-Subscription,550.55
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,700002,IT-Infrastructure,3015.08
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,700003,IT-Consultant-System Implementation,1429.2
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,800000,Facilities-Offices,5162.73
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,800001,Facilities-Supplies,475.84
ERU,Eastern-Europe&Russia,LEG,LEG-01,Legal,800002,Facilities-Supplies,7827.13
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,100000,Salary,63262.82
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,100001,Benefits,16448.33
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,200000,Contractors,28979.25
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,400000,Travel-Trips,826.74
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,400001,Travel-Hotels,244.85
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,500000,Professional-Services-Consultants,1426.14
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,600000,Legal-Consultants,11814.65
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,600001,Legal-Corporate Fees,12843.55
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,600002,Legal-Employment Fees,14621.02
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,700000,IT-Application-On-Premise,9730.06
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,700001,IT-Application-Subscription,6308.69
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,700002,IT-Infrastructure,2673.36
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,700003,IT-Consultant-System Implementation,3947.86
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,800000,Facilities-Offices,838
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,800001,Facilities-Supplies,8663.39
ERU,Eastern-Europe&Russia,TAX,TAX-01,Tax,800002,Facilities-Supplies,6150.67
AUS,Australia,Sales,Sales-01,Sales-Direct,100000,Salary,44191.87
AUS,Australia,Sales,Sales-01,Sales-Direct,100001,Benefits,11489.89
AUS,Australia,Sales,Sales-01,Sales-Direct,200000,Contractors,35560.85
AUS,Australia,Sales,Sales-01,Sales-Direct,400000,Travel-Trips,744.25
AUS,Australia,Sales,Sales-01,Sales-Direct,400001,Travel-Hotels,251.14
AUS,Australia,Sales,Sales-01,Sales-Direct,500000,Professional-Services-Consultants,1928.42
AUS,Australia,Sales,Sales-01,Sales-Direct,600000,Legal-Consultants,20619.97
AUS,Australia,Sales,Sales-01,Sales-Direct,600001,Legal-Corporate Fees,16154.13
AUS,Australia,Sales,Sales-01,Sales-Direct,600002,Legal-Employment Fees,43755.14
AUS,Australia,Sales,Sales-01,Sales-Direct,700000,IT-Application-On-Premise,7198.46
AUS,Australia,Sales,Sales-01,Sales-Direct,700001,IT-Application-Subscription,6564.69
AUS,Australia,Sales,Sales-01,Sales-Direct,700002,IT-Infrastructure,3356.23
AUS,Australia,Sales,Sales-01,Sales-Direct,700003,IT-Consultant-System Implementation,4705.11
AUS,Australia,Sales,Sales-01,Sales-Direct,800000,Facilities-Offices,4086.39
AUS,Australia,Sales,Sales-01,Sales-Direct,800001,Facilities-Supplies,8448.89
AUS,Australia,Sales,Sales-01,Sales-Direct,800002,Facilities-Supplies,2297.36
AUS,Australia,Sales,Sales-02,Sales-Partners,100000,Salary,68515.94
AUS,Australia,Sales,Sales-02,Sales-Partners,100001,Benefits,17814.14
AUS,Australia,Sales,Sales-02,Sales-Partners,200000,Contractors,22024.04
AUS,Australia,Sales,Sales-02,Sales-Partners,400000,Travel-Trips,54.42
AUS,Australia,Sales,Sales-02,Sales-Partners,400001,Travel-Hotels,148.09
AUS,Australia,Sales,Sales-02,Sales-Partners,500000,Professional-Services-Consultants,24502.38
AUS,Australia,Sales,Sales-02,Sales-Partners,600000,Legal-Consultants,578.18
AUS,Australia,Sales,Sales-02,Sales-Partners,600001,Legal-Corporate Fees,13706.91
AUS,Australia,Sales,Sales-02,Sales-Partners,600002,Legal-Employment Fees,10830.52
AUS,Australia,Sales,Sales-02,Sales-Partners,700000,IT-Application-On-Premise,5970.16
AUS,Australia,Sales,Sales-02,Sales-Partners,700001,IT-Application-Subscription,7624.06
AUS,Australia,Sales,Sales-02,Sales-Partners,700002,IT-Infrastructure,1646.67
AUS,Australia,Sales,Sales-02,Sales-Partners,700003,IT-Consultant-System Implementation,506.09
AUS,Australia,Sales,Sales-02,Sales-Partners,800000,Facilities-Offices,5061.98
AUS,Australia,Sales,Sales-02,Sales-Partners,800001,Facilities-Supplies,5339.1
AUS,Australia,Sales,Sales-02,Sales-Partners,800002,Facilities-Supplies,1269.96
AUS,Australia,Sales,Sales-03,Sales-Online,100000,Salary,28506.22
AUS,Australia,Sales,Sales-03,Sales-Online,100001,Benefits,7411.62
AUS,Australia,Sales,Sales-03,Sales-Online,200000,Contractors,39736.05
AUS,Australia,Sales,Sales-03,Sales-Online,400000,Travel-Trips,967.68
AUS,Australia,Sales,Sales-03,Sales-Online,400001,Travel-Hotels,347.05
AUS,Australia,Sales,Sales-03,Sales-Online,500000,Professional-Services-Consultants,31442.82
AUS,Australia,Sales,Sales-03,Sales-Online,600000,Legal-Consultants,15797.47
AUS,Australia,Sales,Sales-03,Sales-Online,600001,Legal-Corporate Fees,24239.38
AUS,Australia,Sales,Sales-03,Sales-Online,600002,Legal-Employment Fees,42753.23
AUS,Australia,Sales,Sales-03,Sales-Online,700000,IT-Application-On-Premise,3393.85
AUS,Australia,Sales,Sales-03,Sales-Online,700001,IT-Application-Subscription,9506.24
AUS,Australia,Sales,Sales-03,Sales-Online,700002,IT-Infrastructure,7741.84
AUS,Australia,Sales,Sales-03,Sales-Online,700003,IT-Consultant-System Implementation,9965.29
AUS,Australia,Sales,Sales-03,Sales-Online,800000,Facilities-Offices,7888.61
AUS,Australia,Sales,Sales-03,Sales-Online,800001,Facilities-Supplies,4070.86
AUS,Australia,Sales,Sales-03,Sales-Online,800002,Facilities-Supplies,5003.78
AUS,Australia,Sales,Sales-04,Sales-Ops,100000,Salary,92119.81
AUS,Australia,Sales,Sales-04,Sales-Ops,100001,Benefits,23951.15
AUS,Australia,Sales,Sales-04,Sales-Ops,200000,Contractors,89760.72
